id,uf,idade,sexo,cor_raca,escolaridade,contra_aborto,votou_bolsonato_1t_2018
R_1DwG0xrS3UJkt4x,SP,25 a 34 anos,Homem,Parda,Superior,1,0
R_scEPNX07HoIOLtL,BA,25 a 34 anos,Mulher,Parda,Superior,0,0
R_1dugX9sdT6InppV,SP,35 a 44 anos,Homem,Branca,Superior,0,0
R_3DuWEpWMBkFIKZE,SP,45 a 59 anos,Mulher,Parda,Médio,1,0
R_x2VLeAZKBym9pN7,DF,60 anos ou mais,Mulher,Branca,Fundamental,0,0
R_80Nlhc5j0GEbt6h,PE,18 a 24 anos,Homem,Parda,Médio,1,1
R_UihDIsg7435wT0l,PE,18 a 24 anos,Mulher,Branca,Médio,0,0
R_3EuUW2Cemetj0cF,SC,45 a 59 anos,Homem,Branca,Superior,0,0
R_ufRjAHRGf7oIuc1,NA,18 a 24 anos,NA,Outras,Superior,0,1
R_3qevYLc2oLvPBQr,PA,25 a 34 anos,Homem,Preta,Médio,0,1
R_NVAUa3ZGd8uXcAN,PR,45 a 59 anos,Mulher,Branca,Superior,0,1
R_2b3nwBLceRZEVds,SP,18 a 24 anos,Mulher,Branca,Superior,0,1
R_yW7IfwdEFkkerTj,BA,18 a 24 anos,Homem,Branca,Médio,1,1
R_2zNq9HJE0zATLNT,CE,18 a 24 anos,Homem,Parda,Médio,0,1
R_31Lf0oLrfgartGf,PR,18 a 24 anos,Homem,Preta,Superior,0,0
R_AgseiIYFiSKBDbz,SC,18 a 24 anos,Homem,Branca,Superior,0,0
R_1g6dmtYitJ8Huqq,SP,35 a 44 anos,Homem,Parda,Superior,1,0
R_D6U6Sc6z31WolJD,RJ,45 a 59 anos,Mulher,Branca,Superior,1,1
R_1LzEGy8TUq0kGkr,SP,18 a 24 anos,Mulher,Preta,Médio,0,0
R_1LwLihlZHp9g3BG,SC,25 a 34 anos,Homem,Branca,Médio,0,1
R_rooFxEaGWieymkx,BA,35 a 44 anos,Mulher,Parda,Superior,0,0
R_3gSlWCBYeBFnxVN,MS,18 a 24 anos,Homem,Branca,Superior,0,0
R_1IaY1PJ4PnO2frO,SP,18 a 24 anos,Mulher,Branca,Médio,1,1
R_0pLAQoHS14OjfVf,RS,35 a 44 anos,Homem,Branca,Médio,1,0
R_1lauKDgd5FBldIn,RJ,18 a 24 anos,Homem,Preta,Superior,0,0
R_2AMQRp1aPpYvUx5,PA,45 a 59 anos,Homem,Parda,Superior,0,1
R_2e2WLwAGwnEGuTF,ES,45 a 59 anos,Mulher,Branca,Médio,0,0
R_28OqqhbZTO3774D,PE,35 a 44 anos,Homem,Branca,Superior,0,0
R_3dG4Wi6DZpFdVUo,SP,60 anos ou mais,Mulher,Branca,Superior,0,0
R_cNmucOtA4icFdZL,SP,45 a 59 anos,Mulher,Branca,Superior,0,0
R_2ic1geQodeHi0QF,SC,18 a 24 anos,Homem,Branca,Médio,0,0
R_2scATtqjVHFWWrR,RS,25 a 34 anos,Mulher,Branca,Fundamental,1,1
R_24qOemFvtWrpuhI,BA,18 a 24 anos,Mulher,Preta,Médio,1,0
R_2TTxnCvZlMxsplb,SP,45 a 59 anos,Mulher,Branca,Médio,0,1
R_2U6p41O3aG3MgDF,SP,18 a 24 anos,Homem,Parda,Médio,0,0
R_1o7HHcqIh8ejEIo,RN,35 a 44 anos,Mulher,Parda,Superior,0,0
R_eFic5ZZwv8Vw8F3,PE,18 a 24 anos,Mulher,Parda,Superior,0,0
R_2w1wGepwnYA9uK4,RJ,18 a 24 anos,Mulher,Branca,Médio,0,1
R_DwURmpyqkXTuF6F,BA,18 a 24 anos,Mulher,Parda,Superior,0,0
R_2wi7SEszYntYTDr,RS,25 a 34 anos,Mulher,Branca,Médio,1,1
R_24BgqulVeOZ6CcO,SP,18 a 24 anos,Mulher,Branca,Médio,0,0
R_ZaUGiDafj5moszT,MG,18 a 24 anos,Homem,Parda,Médio,1,1
R_3PpBu0cG2qjdm7o,CE,18 a 24 anos,Mulher,Parda,Médio,1,0
R_3q7gWdvcpZVqjUo,RS,18 a 24 anos,Homem,Preta,Superior,0,0
R_yxbgM6bcnv49eq5,SE,18 a 24 anos,Mulher,Branca,Médio,1,0
R_1DJ6FQ76YzzbsyU,SP,25 a 34 anos,Homem,Branca,Superior,0,0
R_7aLdpHW5DFk5fc5,SP,18 a 24 anos,Mulher,Branca,Médio,0,0
R_9GIM1swvBTv79DP,NA,60 anos ou mais,NA,Outras,Superior,0,0
R_244W61l4dCz1Fp7,SP,45 a 59 anos,Homem,Branca,Médio,1,1
R_1GNwwRvYnXjLWt3,PA,45 a 59 anos,Homem,Parda,Superior,0,0
R_1mmXw8nkDOqYI15,ES,25 a 34 anos,Mulher,Branca,Médio,1,0
R_3Jbop1FCIl9ddQN,SP,60 anos ou mais,Homem,Branca,Superior,0,0
R_3qgMoh0hm9DLwbw,MG,35 a 44 anos,Homem,Branca,Superior,0,0
R_3gYtLyZbagDr0MA,PE,25 a 34 anos,Homem,Branca,Superior,0,1
R_3soJkbRMrGVhlPC,RS,18 a 24 anos,Mulher,Branca,Superior,0,0
R_1esli9f7jfQBxsA,SP,25 a 34 anos,Mulher,Branca,Superior,0,0
R_O40aUwYCIL4nYs1,CE,18 a 24 anos,Homem,Parda,Superior,1,0
R_8dJB3ySA6RZRz3j,SC,35 a 44 anos,Homem,Branca,Superior,0,1
R_233JteZX5dPviVM,SE,45 a 59 anos,Mulher,Parda,Médio,0,0
R_3M5mtFgedBY5aqA,SC,35 a 44 anos,Homem,Parda,Superior,0,0
R_z5RAjg6KGSsHkop,SP,45 a 59 anos,Mulher,Parda,Superior,1,1
R_26guib8MjOPv0yS,SC,18 a 24 anos,Mulher,Branca,Superior,0,0
R_qRhCeq24NLkcQ9z,RJ,35 a 44 anos,Homem,Parda,Médio,0,0
R_1fdwEH8IkVe6nv7,PA,18 a 24 anos,Mulher,Parda,Médio,0,0
R_3J2DyNRWHEiJCx4,SP,45 a 59 anos,Homem,Branca,Superior,0,0
R_1F8oNQeZgHgFQNN,RJ,35 a 44 anos,Homem,Preta,Superior,1,0
R_3CNt7AclOEeSBDd,MT,18 a 24 anos,Mulher,Parda,Superior,0,0
R_24kil9AzZLLSs0D,BA,25 a 34 anos,Mulher,Preta,Superior,1,0
R_sXdG4hQMLGney1r,MG,35 a 44 anos,Homem,Branca,Médio,0,0
R_8k5g9CqhDb7TYMV,RJ,45 a 59 anos,Mulher,Preta,Superior,0,0
R_RgdBZEG4td6tlJf,PE,25 a 34 anos,Homem,Parda,Médio,1,1
R_2OGupSq9nPquY51,PB,18 a 24 anos,Mulher,Branca,Superior,0,0
R_8GjaN0eWrs71vlD,SP,25 a 34 anos,Homem,Branca,Médio,1,1
R_2B9YACCz1jTf430,CE,18 a 24 anos,Mulher,Parda,Superior,0,0
R_2aY1HsSnDrBqblt,MS,35 a 44 anos,Homem,Parda,Superior,1,0
R_3hrvYsSwx9bqnAv,RS,45 a 59 anos,Mulher,Parda,Superior,1,0
R_25QRSuf03NXmCvT,SP,35 a 44 anos,Mulher,Parda,Médio,0,0
R_3nIrsksUqTFXNau,SC,18 a 24 anos,Mulher,Preta,Fundamental,1,1
R_DcLcKRglA3hNUZj,PR,25 a 34 anos,Mulher,Branca,Médio,0,1
R_1Nmk4TVJNkRaBsr,SC,25 a 34 anos,Mulher,Branca,Superior,0,0
R_10IsyXDwlPlmQtD,BA,45 a 59 anos,Mulher,Parda,Médio,0,0
R_8007Me3DiMmZjQ5,MG,35 a 44 anos,Homem,Parda,Médio,1,0
R_5pSUOYiosC9mzbb,SP,18 a 24 anos,Mulher,Parda,Médio,1,0
R_abItpF4QgrjOLGV,PE,25 a 34 anos,Mulher,Parda,Superior,0,0
R_114K8awMZkNufEs,BA,18 a 24 anos,Homem,Parda,Superior,0,0
R_3hg0WEObZcPmY1r,MG,18 a 24 anos,Mulher,Preta,Médio,0,0
R_3enbCPNFrjukOEU,PE,35 a 44 anos,Homem,Branca,Superior,0,1
R_2wAm3xg00UsZW2V,RJ,35 a 44 anos,Mulher,Branca,Superior,1,0
R_9Xi8hxeUCwCob8B,PR,45 a 59 anos,Homem,Branca,Fundamental,1,0
R_2WGxELuwFVuuubO,SP,18 a 24 anos,Mulher,Parda,Médio,0,0
R_2EnHN8vhzqMPVm6,BA,35 a 44 anos,Mulher,Parda,Superior,0,0
R_cLR7jn2YQatIJPz,BA,18 a 24 anos,Homem,Preta,Superior,0,0
R_1Q3Y5LvrOvi6vZi,SP,45 a 59 anos,Mulher,Parda,Fundamental,1,0
R_6g6LUXdoZH2MiiZ,MG,35 a 44 anos,Mulher,Branca,Médio,0,0
R_21zSIRETAvF9wDD,SP,18 a 24 anos,Homem,Parda,Médio,1,0
R_3EuljlDE7DYcpT3,SP,45 a 59 anos,Mulher,Branca,Superior,1,0
R_1QhkbGR0fYu2Qj3,CE,45 a 59 anos,Mulher,Parda,Médio,1,0
R_2s1JS4seVHtu724,MG,45 a 59 anos,Mulher,Parda,Fundamental,1,1
R_1ilo9K9fRAQWtxO,SC,18 a 24 anos,Homem,Branca,Superior,0,1
R_1cZYNFFN92piNaE,MA,45 a 59 anos,Mulher,Parda,Superior,0,0
R_2AKcsRR5aLm1uwU,NA,60 anos ou mais,NA,Outras,Superior,0,1
R_1myCHF9qetTYILA,DF,45 a 59 anos,Mulher,Branca,Superior,0,1
R_3phdf3wqhiegaKA,BA,25 a 34 anos,Homem,Parda,Superior,0,0
R_2s5NfACJKWkDgFI,SP,25 a 34 anos,Homem,Parda,Médio,0,0
R_22WCwlwisKOG4zB,RS,18 a 24 anos,Mulher,Branca,Médio,0,1
R_3lPwIJPciJlzjfA,SP,45 a 59 anos,Homem,Parda,Superior,0,1
R_2yjwHucS9JYo2H0,RJ,25 a 34 anos,Homem,Parda,Superior,0,0
R_3Euo5KgERB5lBLu,CE,25 a 34 anos,Homem,Preta,Superior,0,0
R_2dfJckym5N5XEre,BA,18 a 24 anos,Mulher,Preta,Superior,0,0
R_2rHgDL93R6z0RzM,SP,60 anos ou mais,Mulher,Branca,Superior,1,1
R_4ZzUIY4H2RfgvNT,BA,35 a 44 anos,Homem,Parda,Médio,1,1
R_1PT3ttO18C4uDuh,RJ,35 a 44 anos,Homem,Parda,Superior,1,1
R_2ZQQVeQQdi2r98N,RJ,18 a 24 anos,Homem,Preta,Médio,1,0
R_PLJJA3nVW3OXsRP,SP,45 a 59 anos,Mulher,Branca,Médio,0,0
R_Do4hU2aP8Cl826l,RS,25 a 34 anos,Homem,Branca,Superior,0,0
R_vek0uArYwexysMh,BA,35 a 44 anos,Mulher,Preta,Superior,0,0
R_3PvMAAT17Br0VfY,SP,35 a 44 anos,Mulher,Branca,Superior,0,0
R_21A1XLWmyTMy71v,SP,25 a 34 anos,Mulher,Preta,Superior,0,0
R_2dmO7sNvHSJcDRY,SP,35 a 44 anos,Mulher,Parda,Fundamental,0,0
R_1kHrafsWJfkPMhz,RO,25 a 34 anos,Homem,Preta,Superior,0,0
R_1o1fWwapwbyOSct,AM,25 a 34 anos,Mulher,Parda,Superior,0,0
R_3RexiAwcQckC5Lk,RS,25 a 34 anos,Mulher,Branca,Médio,0,1
R_3MQkCGZOk7NA3wB,DF,25 a 34 anos,Homem,Parda,Superior,0,0
R_ZdHFNrLyQYCHRct,MS,18 a 24 anos,Homem,Branca,Médio,0,0
R_3mglMN7ylMRLmMq,AM,18 a 24 anos,Mulher,Parda,Superior,1,0
R_cBGLmT2BWCftJi9,PE,35 a 44 anos,Mulher,Parda,Médio,0,1
R_3iKBKBNUUb9WoUc,SP,45 a 59 anos,Mulher,Branca,Superior,0,0
R_eRTs8HveJV5fpgB,MG,35 a 44 anos,Mulher,Parda,Superior,1,0
R_wTuukCOBsd2pznb,AM,25 a 34 anos,Mulher,Outras,Médio,0,0
R_1ddjl99wtPQbbBf,SP,18 a 24 anos,Mulher,Parda,Superior,0,0
R_3RrbPo1JmMKr089,SP,25 a 34 anos,Mulher,Branca,Médio,0,1
R_1OZ7h4ipoo3AXRH,SP,45 a 59 anos,Homem,Branca,Superior,0,0
R_8vxFuu2djzYt8PL,AM,18 a 24 anos,Mulher,Parda,Médio,0,0
R_25v9fGfN0l65hfZ,MG,18 a 24 anos,Mulher,Branca,Superior,0,0
R_2tsdLsVdYsgHgKe,CE,45 a 59 anos,Mulher,Parda,Superior,0,0
R_1qUu3qNHDNZ2Tvu,SP,25 a 34 anos,Homem,Branca,Superior,0,1
R_R3uswCY39DADFjX,PR,18 a 24 anos,Homem,Parda,Médio,0,0
R_1KlG7OqUtPexOhg,NA,18 a 24 anos,NA,Outras,Superior,0,0
R_At9ysaX0Mn6ZAOt,SP,45 a 59 anos,Mulher,Branca,Médio,1,0
R_2fJnd1c2HfbGyEK,RS,18 a 24 anos,Mulher,Preta,Médio,0,0
R_2qfvz02UyGarMoU,PA,18 a 24 anos,Mulher,Preta,Médio,0,0
R_3shJA1MopAfW6FI,RJ,45 a 59 anos,Mulher,Preta,Fundamental,1,0
R_1i59fTRWtcrLKES,SP,45 a 59 anos,Mulher,Branca,Superior,0,0
R_2uQH17h2F9UVqNt,SP,18 a 24 anos,Mulher,Parda,Médio,0,1
R_1n0ZDBMWCc9rHlQ,RJ,18 a 24 anos,Homem,Parda,Médio,1,0
R_3I3T69j2zAj42mA,PR,25 a 34 anos,Homem,Branca,Superior,0,0
R_2rMfey1EfvOYrFZ,CE,18 a 24 anos,Homem,Parda,Superior,0,0
R_0DRvjnrfd4VJ6bT,SP,18 a 24 anos,Homem,Branca,Médio,0,0
R_3gTosbeKYe4ZsmW,SP,35 a 44 anos,Mulher,Branca,Médio,0,1
R_1H74hQNg6gfh2cp,GO,18 a 24 anos,Mulher,Parda,Superior,1,1
R_1jqS0skNxPpzjWI,PB,18 a 24 anos,Homem,Branca,Superior,1,1
R_BKzCxZ0gbHiTzRT,RS,25 a 34 anos,Mulher,Branca,Médio,0,0
R_1OZjCOI8IKUx05Y,SP,25 a 34 anos,Homem,Preta,Superior,0,0
R_BSr8Lt6WzCUAPtL,MG,60 anos ou mais,Homem,Branca,Superior,0,0
R_2YyOCvORS1MvrmE,SP,35 a 44 anos,Homem,Preta,Superior,0,0
R_ThdMobGIpsl1mcp,SP,25 a 34 anos,Mulher,Branca,Superior,1,0
R_eJ8DAHEgsFnngiJ,BA,45 a 59 anos,Homem,Branca,Superior,1,1
R_b0XsfPRvaGBufkJ,MG,25 a 34 anos,Mulher,Branca,Médio,0,1
R_pfIr5Fsj7BOQdNL,NA,45 a 59 anos,NA,Outras,Superior,0,0
R_3lsOt0EKjNMMyCl,SP,35 a 44 anos,Homem,Parda,Médio,0,0
R_2rUbn1rjTqMS1X0,SP,25 a 34 anos,Mulher,Branca,Superior,0,1
R_3Jr8ky7rbLNaZst,RJ,18 a 24 anos,Mulher,Parda,Superior,0,0
R_2rV1qEZl6g56gT5,SC,18 a 24 anos,Mulher,Branca,Médio,0,0
R_s5yTVsOTbwhGMHT,SP,35 a 44 anos,Mulher,Parda,Médio,1,1
R_C1F4c0I69xKGZMt,GO,25 a 34 anos,Homem,Branca,Superior,0,0
R_3DbUfJ4jHljoRJu,RJ,18 a 24 anos,Homem,Branca,Superior,0,0
R_2WGMMFDG35VsJht,CE,25 a 34 anos,Mulher,Parda,Superior,0,0
R_qCVmaBOI1rRgHsZ,SP,18 a 24 anos,Homem,Preta,Médio,1,1
R_1H5KD4Smxi8QjgD,GO,25 a 34 anos,Mulher,Parda,Médio,1,1
R_2EFyoiPs2rwXE2F,RJ,60 anos ou mais,Homem,Branca,Superior,0,1
R_rcDYKW6CISUrykp,MG,18 a 24 anos,Homem,Branca,Superior,0,1
R_tPOPjkDs1Tc6SaJ,RJ,25 a 34 anos,Mulher,Branca,Superior,1,0
R_0r1mB7QiWhZGFAB,SP,25 a 34 anos,Mulher,Branca,Superior,1,1
R_AbnyCQgwGPoocSZ,MG,25 a 34 anos,Mulher,Parda,Médio,1,1
R_2zx3THX3RZRhM3a,RS,45 a 59 anos,Mulher,Parda,Fundamental,0,1
R_1dNpQqpLKoWNmV5,SC,18 a 24 anos,Mulher,Preta,Superior,1,1
R_ZegUiqu556OuNqx,PE,35 a 44 anos,Homem,Parda,Superior,0,0
R_Rholldy34wBS4hj,SP,25 a 34 anos,Mulher,Parda,Superior,0,0
R_1H06Tw9Xw3AvZlb,RS,35 a 44 anos,Homem,Branca,Superior,0,0
R_3qguTPdQkVbtXBA,SP,25 a 34 anos,Mulher,Parda,Médio,0,0
R_2VsDGNiforlkZlU,RJ,25 a 34 anos,Mulher,Branca,Fundamental,0,0
R_2q8Whavy8YIllCY,SP,35 a 44 anos,Mulher,Parda,Superior,0,0
R_2fiyeJNV1pTrTNw,RJ,25 a 34 anos,Mulher,Parda,Fundamental,0,1
R_2WO4u2Gv4pOF5V0,CE,45 a 59 anos,Homem,Parda,Médio,1,1
R_u1RvIaFGHOIdYvn,SP,45 a 59 anos,Mulher,Branca,Superior,1,1
R_9Ze9qvjyy2Qu4UN,SP,18 a 24 anos,Homem,Outras,Médio,0,1
R_BtzrqtaEuA9g2lP,SP,45 a 59 anos,Homem,Branca,Superior,0,0
R_2PpRJerFoC4EUzg,SP,35 a 44 anos,Mulher,Branca,Médio,1,0
R_1Kk8UHIG7hZMMB8,CE,35 a 44 anos,Homem,Branca,Fundamental,1,0
R_3CN67SNKlaMqGtH,SP,18 a 24 anos,Mulher,Branca,Médio,0,0
R_1hzCVbAI0dH22oF,BA,18 a 24 anos,Homem,Parda,Superior,0,0
R_1KrwS5qAwXCLhEX,RJ,35 a 44 anos,Mulher,Parda,Superior,0,0
R_2dNoi81NfVYP5Dz,MG,45 a 59 anos,Mulher,Branca,Superior,1,0
R_3qr2P39RH7nEqXy,SP,35 a 44 anos,Homem,Branca,Médio,0,0
R_O6IkDlXvGdh9FiV,RJ,45 a 59 anos,Mulher,Branca,Médio,1,1
R_puvaPa62Jn4j01r,SC,45 a 59 anos,Mulher,Branca,Médio,1,0
R_3iszQCSA8qTDtig,PA,18 a 24 anos,Homem,Branca,Superior,0,0
R_9n3ACKgO9W4D15v,PB,25 a 34 anos,Homem,Parda,Médio,0,0
R_Q5OgzokMGG0kzOp,RS,25 a 34 anos,Mulher,Parda,Médio,1,0
R_3lS4Osu66BFe5Ho,BA,35 a 44 anos,Mulher,Branca,Superior,0,0
R_3jURRz8WMi2owsd,SP,45 a 59 anos,Mulher,Branca,Superior,0,0
R_1IAXuVfp6NztvK8,AM,45 a 59 anos,Homem,Preta,Superior,0,0
R_a9NNekLzbLYHzJD,CE,18 a 24 anos,Homem,Preta,Médio,0,0
R_Q5GL8w5sMbFmMxz,GO,25 a 34 anos,Mulher,Parda,Superior,0,0
R_AvWgdIzity25RYd,SP,18 a 24 anos,Mulher,Branca,Superior,1,1
R_2s5evXNTIKbnwtm,AM,18 a 24 anos,Mulher,Parda,Superior,0,0
R_2zdAcRGlMoUJ89j,RJ,25 a 34 anos,Mulher,Branca,Superior,0,0
R_1CjQj3LVVPQPZHM,PR,35 a 44 anos,Homem,Branca,Fundamental,1,1
R_1oAwX8gvZetLddC,RJ,35 a 44 anos,Mulher,Branca,Médio,0,0
R_2YsSVy1bUeH5Q2a,RJ,18 a 24 anos,Mulher,Branca,Médio,0,0
R_em34s39WzMhUGM9,PE,45 a 59 anos,Mulher,Parda,Superior,1,0
R_2uCfb2H4NAKY4NG,BA,35 a 44 anos,Homem,Parda,Superior,0,0
R_3oF6gLtDCwDfYZp,RJ,45 a 59 anos,Mulher,Parda,Médio,1,1
R_1Cw3AKVXGzFCtqw,DF,45 a 59 anos,Homem,Parda,Médio,0,1
R_2turqkyjNaoFKtU,CE,18 a 24 anos,Homem,Branca,Médio,0,0
R_1QcHO2bkqjGUl0x,BA,45 a 59 anos,Mulher,Parda,Médio,0,0
R_2711lRedePAP4FT,RJ,18 a 24 anos,Homem,Parda,Médio,0,0
R_2f1iws7zDZfqQpO,RJ,25 a 34 anos,Mulher,Parda,Médio,0,0
R_2Ecxqz43O8lk4Gl,AM,18 a 24 anos,Mulher,Branca,Médio,0,0
R_zZvyhT9ualtGLWV,PR,18 a 24 anos,Mulher,Parda,Médio,0,0
R_1fja0zp1DXJ5qAf,SP,35 a 44 anos,Homem,Preta,Superior,0,0
R_3nSLdbuZJeXGTIB,PE,25 a 34 anos,Mulher,Parda,Fundamental,1,1
R_BXl6mOjpIEXUOBP,AL,45 a 59 anos,Mulher,Parda,Médio,0,1
R_2tonfEdM8MKqhDi,SP,18 a 24 anos,Mulher,Parda,Superior,0,0
R_3J1PqI9Qle7OgM3,MG,18 a 24 anos,Mulher,Parda,Superior,0,0
R_1cTx3R5v6yyGTBY,SP,18 a 24 anos,Mulher,Branca,Superior,1,1
R_2EibVP3sPH5cIzI,AP,25 a 34 anos,Homem,Parda,Superior,0,0
R_10Ov41UXVZcWzeP,CE,45 a 59 anos,Homem,Branca,Superior,0,1
R_3QRGTdjCuxTIQxd,AC,25 a 34 anos,Homem,Branca,Superior,0,0
R_BKFLFCE3q7RggtH,PE,18 a 24 anos,Mulher,Outras,Médio,1,1
R_31odGqvsn7P6inC,SP,60 anos ou mais,Mulher,Branca,Superior,0,1
R_1GylneaZl5IyEDU,SP,18 a 24 anos,Mulher,Branca,Superior,0,0
R_1qWj8uIiW2b3dD7,PA,45 a 59 anos,Mulher,Branca,Superior,1,1
R_3QW5dwr14h8UWPz,AM,35 a 44 anos,Homem,Branca,Superior,0,1
R_2uTGLMxm0ziPFiQ,RN,18 a 24 anos,Mulher,Parda,Médio,1,0
R_2qxfRclVMqIuUCv,MG,18 a 24 anos,Homem,Branca,Superior,0,0
R_2amcIil4wC3QbZL,AC,25 a 34 anos,Mulher,Parda,Superior,1,1
R_2PpvhXlNNtNSJsm,RN,18 a 24 anos,Mulher,Branca,Superior,0,1
R_sZunyhHG1kVegdr,BA,60 anos ou mais,Mulher,Parda,Superior,0,0
R_3ReZj3W2IqNyG8c,SP,18 a 24 anos,Mulher,Preta,Médio,0,1
R_TctTuf3GOjs3slj,SP,18 a 24 anos,Homem,Branca,Superior,0,0
R_3dXkbRwY1jRkk6F,RJ,35 a 44 anos,Mulher,Parda,Médio,0,1
R_OuPYJr10djVF70t,BA,35 a 44 anos,Homem,Parda,Superior,0,0
R_3phhdtxGbk5MY9t,PE,35 a 44 anos,Mulher,Parda,Superior,0,1
R_1mWBWhiK89MvkcH,SP,35 a 44 anos,Mulher,Branca,Superior,0,1
R_323bP9q1fGehWcY,AM,25 a 34 anos,Mulher,Outras,Médio,0,0
R_1o1hjX1Jidrm9MM,MA,18 a 24 anos,Homem,Branca,Médio,0,0
R_2uqblFKI0NCoZ80,PB,25 a 34 anos,Mulher,Branca,Superior,0,0
R_2tEWiySwXZU9HD7,SC,18 a 24 anos,Homem,Branca,Superior,0,1
R_21Fgyo4fnAjbW4K,RN,25 a 34 anos,Homem,Parda,Médio,1,0
R_3KxZ7M6L1hjIcKA,RJ,18 a 24 anos,Mulher,Parda,Médio,0,0
R_1gGT16oB1MDQYuJ,SP,45 a 59 anos,Mulher,Branca,Superior,1,1
R_74IrEsfgdaGUmpr,PR,25 a 34 anos,Mulher,Branca,Médio,1,0
R_3gYJ8sWieEdtUI9,DF,18 a 24 anos,Mulher,Parda,Superior,0,0
R_2alvbuieVNVrBfJ,SP,18 a 24 anos,Mulher,Branca,Superior,0,0
R_1JJeVi9jDjZaguB,SP,18 a 24 anos,Homem,Branca,Superior,0,0
R_3kvpJlglUQRGKtP,AM,25 a 34 anos,Mulher,Parda,Médio,1,1
R_27v8DL5CavInzm5,RS,45 a 59 anos,Mulher,Branca,Fundamental,0,0
R_28Bfh3ZUzvwMPeD,PE,18 a 24 anos,Homem,Branca,Médio,1,1
R_1gUv33MtvHvxVM8,RO,18 a 24 anos,Mulher,Parda,Superior,1,1
R_pFqsgYszwoYmYAF,MG,25 a 34 anos,Mulher,Preta,Médio,1,0
R_1DSVyPKKsJuHj1A,SP,18 a 24 anos,Mulher,Branca,Médio,0,0
R_3eaUfN9mOaIgFeC,RS,25 a 34 anos,Homem,Parda,Superior,0,0
R_3sdhzUjOAaGC8iI,PR,35 a 44 anos,Mulher,Parda,Médio,1,0
R_aeK5N1uCbZe9Ggx,RJ,25 a 34 anos,Mulher,Preta,Médio,1,0
R_25MB15KMPUsD9t3,SP,18 a 24 anos,Mulher,Branca,Superior,0,0
R_11hfOPhbzK4M3lj,MG,45 a 59 anos,Mulher,Branca,Fundamental,0,0
R_3iCpMrZVhnAO9Lt,AM,45 a 59 anos,Homem,Branca,Médio,0,1
R_3MxP06ppLCtizFy,MG,25 a 34 anos,Mulher,Preta,Superior,0,0
R_AvAf3l48GIwoBr3,PB,18 a 24 anos,Homem,Parda,Médio,1,1
R_2axa0azNqkrXFms,SP,35 a 44 anos,Mulher,Preta,Médio,0,1
R_2zGcabPEGrFZGBv,MT,18 a 24 anos,Homem,Parda,Médio,1,0
R_1OCAfiqy08oteOK,SP,60 anos ou mais,Mulher,Branca,Superior,0,0
R_3DtsegUPmjfQHbL,PA,25 a 34 anos,Homem,Parda,Superior,0,0
R_BQI7wraaiQAI5mp,MG,18 a 24 anos,Homem,Preta,Superior,1,1
R_aV7LyATpR21QQeZ,SE,35 a 44 anos,Mulher,Branca,Superior,0,0
R_2wmqaySBAkoqMck,BA,18 a 24 anos,Mulher,Preta,Médio,0,0
R_11Z9vwdGtmtG72m,GO,18 a 24 anos,Mulher,Preta,Superior,0,1
R_Q0SeVWxyJKYL9qF,PE,18 a 24 anos,Mulher,Parda,Médio,0,0
R_2A0EKFmig3EmhMx,PR,25 a 34 anos,Mulher,Branca,Médio,0,0
R_2WHzXGZI5EGNkvp,ES,18 a 24 anos,Homem,Parda,Médio,0,0
R_2RWzsPqbys8Bi2i,SP,25 a 34 anos,Mulher,Parda,Superior,0,0
R_3fUgJmMOgEfgTF1,SP,25 a 34 anos,Homem,Branca,Médio,0,0
R_BMtNhJDMvtX8avD,PE,25 a 34 anos,Mulher,Branca,Médio,0,1
R_2xVlK2qE6omWvUU,CE,18 a 24 anos,Mulher,Parda,Superior,1,0
R_31ngfsW3P2oHJBe,BA,18 a 24 anos,Mulher,Parda,Médio,1,0
R_3fl80538QU8zNBF,MG,18 a 24 anos,Homem,Parda,Fundamental,1,1
R_3n2XgoWmuOMOXop,PR,25 a 34 anos,Mulher,Branca,Superior,0,1
R_3Hq4PtydTaQrYBT,RS,18 a 24 anos,Mulher,Parda,Superior,1,1
R_2ysKj5KsPQk3dld,RJ,45 a 59 anos,Mulher,Branca,Médio,0,1
R_3OqXYujk8ADEiN2,RJ,18 a 24 anos,Mulher,Branca,Médio,1,1
R_1mWt5l8OX2nGRBj,MG,35 a 44 anos,Homem,Branca,Médio,1,1
R_ZxwUhPmTScsOtOx,PR,45 a 59 anos,Mulher,Preta,Médio,1,0
R_27p3yqk5SxrTva7,SP,45 a 59 anos,Mulher,Branca,Superior,0,0
R_2qqIU2h9hDy6z5c,PE,25 a 34 anos,Mulher,Branca,Superior,1,0
R_2ONsfMe0QMISY2X,RJ,35 a 44 anos,Mulher,Branca,Superior,0,1
R_1XPsC5slrajZvUd,AL,35 a 44 anos,Mulher,Outras,Médio,1,0
R_2Pi0VTQHNU6uJkb,MG,35 a 44 anos,Homem,Parda,Médio,1,0
R_r7NVtLUzySVrEw9,SP,35 a 44 anos,Mulher,Branca,Fundamental,1,1
R_2Bsw05f89sHoFti,MA,35 a 44 anos,Mulher,Branca,Superior,0,0
R_2S1umm9uhy9XGC2,SP,25 a 34 anos,Mulher,Branca,Superior,0,0
R_3ekTHaDKXvzZjNi,SP,45 a 59 anos,Mulher,Parda,Médio,0,0
R_3iyeZ7P0Qxm6Z9O,SP,35 a 44 anos,Mulher,Outras,Superior,0,0
