id,uf,idade,sexo,cor_raca,escolaridade,contra_aborto,votou_bolsonato_1t_2018
R_2aLa9r8HAyiCH30,PR,35 a 44 anos,Mulher,Branca,Superior,0,0
R_6EEXgBRFNqMpMRj,SP,35 a 44 anos,Homem,Branca,Médio,1,0
R_32WVSVr8lFOvNEZ,SP,18 a 24 anos,Mulher,Branca,Médio,0,1
R_1Crwm7H0Ix3VGFr,RJ,35 a 44 anos,Mulher,Parda,Superior,0,1
R_1jK6yFWQ83cBlmx,BA,25 a 34 anos,Mulher,Preta,Médio,0,0
R_QaIhSG8IPc5zEyd,PE,25 a 34 anos,Mulher,Parda,Superior,0,0
R_DGdT2xRRvBsOs0x,SP,35 a 44 anos,Homem,Preta,Superior,0,0
R_DI8vtNVMnsgEpVL,RJ,18 a 24 anos,Homem,Parda,Superior,0,0
R_YaDKbJhnrJvHmEx,MT,60 anos ou mais,Homem,Parda,Fundamental,1,0
R_2do6m8w8j4ftOIV,SC,35 a 44 anos,Homem,Branca,Superior,0,1
R_2geD5tSdJmv7jP3,PE,35 a 44 anos,Homem,Parda,Médio,1,0
R_1GCgS8MAXyEvQ0N,RS,18 a 24 anos,Mulher,Branca,Médio,0,0
R_3D1hmHNBtajlyJM,SE,35 a 44 anos,Homem,Parda,Superior,0,1
R_1f3lC34R4T68IJv,SE,35 a 44 anos,Mulher,Branca,Superior,0,1
R_2SfcNMzcEuGfHxV,RJ,45 a 59 anos,Homem,Branca,Superior,0,0
R_XtQ9BMLOxk3MOSl,PR,25 a 34 anos,Mulher,Branca,Médio,1,0
R_2TtybrQo02Jowvm,SP,45 a 59 anos,Mulher,Branca,Superior,0,1
R_2atOdViqdJFkMlD,MG,60 anos ou mais,Homem,Parda,Médio,1,0
R_32UWa2Igdgn9Ten,PR,18 a 24 anos,Homem,Parda,Médio,1,1
R_2wKYCaMlnwuDZWp,PE,25 a 34 anos,Mulher,Parda,Superior,1,0
R_aV68s2q85W7f3i1,MG,18 a 24 anos,Mulher,Parda,Médio,1,1
R_snIwrPzlZTTPGVP,RS,25 a 34 anos,Homem,Branca,Superior,0,0
R_ujKOM7NIWtYhxAd,PB,25 a 34 anos,Homem,Branca,Superior,0,1
R_zdLcdROFYlGIJDr,SP,35 a 44 anos,Homem,Parda,Superior,0,1
R_vNQMkr8yBES1Epr,RS,25 a 34 anos,Mulher,Parda,Fundamental,1,0
R_1pSG48LPwMN9r3n,ES,35 a 44 anos,Mulher,Branca,Médio,1,1
R_3MLnYDeAutMyQem,RN,25 a 34 anos,Homem,Parda,Superior,1,0
R_0PRQGLJ1zU1s8Zb,MG,18 a 24 anos,Mulher,Preta,Médio,0,0
R_1daIKrMhPR2xurC,RJ,18 a 24 anos,Mulher,Parda,Médio,1,0
R_1E0WuN7hCZwmOzw,SP,25 a 34 anos,Mulher,Parda,Médio,0,0
R_2ePEOw5LEUjo6j4,SP,35 a 44 anos,Mulher,Branca,Médio,0,1
R_C9zXqMKkMvZ1lxD,RS,35 a 44 anos,Mulher,Branca,Médio,0,0
R_3nI8CzWaxDk9CMu,PA,18 a 24 anos,Mulher,Parda,Médio,1,0
R_2R9bkrU33IycnW9,SP,18 a 24 anos,Mulher,Branca,Superior,0,0
R_2w6aPIZqF57Md8A,RJ,45 a 59 anos,Homem,Parda,Superior,1,1
R_3JeYlpwvgfHKGWq,RJ,45 a 59 anos,Mulher,Branca,Superior,0,0
R_12shnqjyNw9tbOb,SC,45 a 59 anos,Mulher,Branca,Superior,1,1
R_3QDCShBamTziRLM,MG,18 a 24 anos,Homem,Branca,Superior,0,0
R_1CI8OryK7azavPd,MA,25 a 34 anos,Mulher,Parda,Superior,0,0
R_2QmquwRGNuPv5tD,BA,35 a 44 anos,Mulher,Parda,Superior,0,0
R_12Lv8qhuJpCgTcJ,SP,60 anos ou mais,Mulher,Branca,Superior,0,1
R_3G87a3mpIu0TaTR,GO,25 a 34 anos,Mulher,Parda,Médio,1,0
R_zSa0QsO5h3hYLp7,SP,25 a 34 anos,Homem,Outras,Superior,0,0
R_12t0KESiJ8rjHW2,SC,18 a 24 anos,Mulher,Branca,Superior,0,0
R_umNVGGpvIp3Z2Ux,RJ,45 a 59 anos,Mulher,Parda,Médio,1,0
R_2wbF3leUrXg6btY,RJ,45 a 59 anos,Homem,Branca,Médio,0,0
R_3n8zDcSBRW4eWwy,PR,18 a 24 anos,Homem,Parda,Médio,0,0
R_3QXcbtddIw9PC75,RJ,60 anos ou mais,Homem,Branca,Superior,0,0
R_339k1Ep4sNPs1di,CE,25 a 34 anos,Homem,Parda,Superior,1,0
R_2eamAonNYCRTas3,BA,25 a 34 anos,Mulher,Parda,Médio,0,0
R_1MLhi5PcFVkxSVs,AM,25 a 34 anos,Mulher,Parda,Superior,0,0
R_1gehgnyJVmAkaTx,SP,35 a 44 anos,Homem,Branca,Superior,1,0
R_2Wv7CenFHfHozxD,BA,18 a 24 anos,Mulher,Branca,Superior,1,0
R_22qQ3ZH8GhLarRG,PB,18 a 24 anos,Homem,Parda,Superior,0,0
R_2rYl0yU6GkTrVRz,ES,45 a 59 anos,Mulher,Parda,Médio,0,0
R_2qsKS6w3B94KFRv,MG,35 a 44 anos,Mulher,Parda,Médio,0,0
R_3nOvi6frDbAUbEV,PI,18 a 24 anos,Homem,Parda,Médio,0,0
R_3kjrxiZQd0E5aiv,RO,18 a 24 anos,Mulher,Branca,Médio,0,1
R_2ri3lxaUSggeiVX,RJ,18 a 24 anos,Mulher,Branca,Superior,0,0
R_cZKWVYqJYRsXWrD,BA,18 a 24 anos,Mulher,Preta,Médio,0,0
R_3Jgic17uh5ZnZWM,PR,18 a 24 anos,Mulher,Branca,Médio,0,0
R_1NbvX5533nb0q70,RJ,35 a 44 anos,Homem,Branca,Médio,0,1
R_2AQmew376ZRfPz7,PR,18 a 24 anos,Mulher,Parda,Fundamental,0,0
R_vf808BGNWF8CmEF,BA,35 a 44 anos,Mulher,Parda,Superior,0,0
R_2sMw8w0Pio8QRMd,RJ,60 anos ou mais,Mulher,Branca,Superior,0,0
R_3kh8UJTC7AvlgYc,PR,18 a 24 anos,Mulher,Outras,Médio,1,0
R_2dtHHrIIqGbrp7S,BA,25 a 34 anos,Mulher,Preta,Médio,1,0
R_1q2G96z4jgR6ci9,RJ,35 a 44 anos,Homem,Branca,Médio,0,1
R_1GUeCnNUhvjAlRc,RS,18 a 24 anos,Mulher,Parda,Médio,1,0
R_3nduGxBkmHWtQQI,MG,35 a 44 anos,Mulher,Parda,Médio,0,1
R_82DZO3Unx39rQHf,RJ,35 a 44 anos,Mulher,Parda,Médio,0,1
R_tMTuIeX4hHd5n69,SP,25 a 34 anos,Homem,Parda,Médio,0,0
R_2aK7RW6aMtCybCP,PE,18 a 24 anos,Mulher,Parda,Médio,0,0
R_wXi73TIR6cv7J1T,PB,35 a 44 anos,Mulher,Parda,Superior,0,0
R_201NAv1zzMaGrL3,RS,18 a 24 anos,Mulher,Branca,Médio,0,0
R_2dRqE8oZtYjIOyT,SP,45 a 59 anos,Mulher,Preta,Médio,1,0
R_1kYzzN2cE93ZtjS,RN,18 a 24 anos,Mulher,Outras,Médio,1,1
R_TmRz1R6opoSBgDT,ES,25 a 34 anos,Mulher,Outras,Médio,0,0
R_2tEWu408VYZPqcs,AL,18 a 24 anos,Mulher,Parda,Médio,1,0
R_2Yu2PvNCRs1Z8JI,BA,45 a 59 anos,Mulher,Parda,Superior,0,0
R_2YX5LdG8eS5jeXw,RJ,35 a 44 anos,Homem,Branca,Superior,0,0
R_3qrK23K6HHzmowX,MG,35 a 44 anos,Mulher,Branca,Médio,1,1
R_2R7UerOXJ2v2gb1,RJ,18 a 24 anos,Mulher,Parda,Médio,1,0
R_2VCvJMrQRKz53rl,RJ,35 a 44 anos,Homem,Branca,Superior,1,0
R_2BfgwMlpZFHy2dU,AC,25 a 34 anos,Homem,Outras,Fundamental,0,0
R_1rApDY9yVPd8CgW,RN,45 a 59 anos,Homem,Parda,Médio,1,0
R_1i4j0uNqQwF2PkD,SP,45 a 59 anos,Mulher,Branca,Superior,0,0
R_3kjl21C4govn7vz,SP,18 a 24 anos,Homem,Branca,Superior,0,0
R_30knv0kmIapt6Hn,NA,60 anos ou mais,NA,Outras,Superior,0,0
R_27KG6BSrDkrnbCz,PR,45 a 59 anos,Homem,Branca,Médio,1,0
R_2ANf19cuPFaxSFZ,PA,35 a 44 anos,Homem,Branca,Médio,1,0
R_1lmHqd1LC5CCFIt,GO,25 a 34 anos,Homem,Outras,Médio,0,0
R_3PFAx50XfV1VXJG,SP,45 a 59 anos,Homem,Branca,Superior,0,0
R_3fizK2CTHAzD4Ml,MA,25 a 34 anos,Homem,Parda,Superior,1,0
R_pR8en8ijy4Z5GPT,PB,35 a 44 anos,Homem,Parda,Superior,1,0
R_2tbOE4hrF17nqhj,PA,18 a 24 anos,Homem,Parda,Superior,0,0
R_507xyFvMcLpLnUZ,RJ,45 a 59 anos,Mulher,Branca,Superior,1,0
R_1jOgd3kvux9T1gi,SP,18 a 24 anos,Mulher,Preta,Médio,1,0
R_yDVqtIMiewWRlLP,GO,45 a 59 anos,Homem,Branca,Médio,0,1
R_1C9HfSqg6v4GRKu,MG,45 a 59 anos,Mulher,Branca,Superior,0,0
R_Ap11fPbiphsVRLj,AM,25 a 34 anos,Homem,Parda,Médio,1,1
R_8oWFYIXyfrNg2L7,MG,18 a 24 anos,Mulher,Parda,Médio,1,1
R_1K86iwCAGwaVL3i,PR,18 a 24 anos,Mulher,Branca,Médio,1,1
R_rougAJlHA4aZQEF,RO,18 a 24 anos,Mulher,Preta,Médio,0,1
R_3impObesW9gzaik,MS,18 a 24 anos,Mulher,Parda,Superior,0,1
R_1CsvS92tlLfUWEE,MT,45 a 59 anos,Homem,Branca,Médio,1,1
R_3Rpy7iSYG9fU7ON,SP,45 a 59 anos,Mulher,Branca,Superior,0,0
R_1LMVdo9vcELarT2,MG,18 a 24 anos,Mulher,Branca,Superior,0,0
R_1ikeGVkNQjeSStl,CE,18 a 24 anos,Mulher,Parda,Médio,1,0
R_3Je0dRH8USfZuYs,RJ,25 a 34 anos,Homem,Branca,Superior,0,0
R_wLiDzd4j97bw3fz,CE,35 a 44 anos,Homem,Preta,Superior,1,0
R_Ce3NaiSb3FUP5y9,SP,45 a 59 anos,Mulher,Parda,Fundamental,0,1
R_1Ho9jU7svkXSLQY,PB,45 a 59 anos,Homem,Parda,Superior,0,0
R_3Ej8eKjV9K9nARm,SC,35 a 44 anos,Homem,Parda,Médio,1,0
R_SN6uqCCLENLA4pj,RJ,18 a 24 anos,Homem,Parda,Superior,0,0
R_2dvfQm7dhC7P7Zd,PR,25 a 34 anos,Homem,Branca,Médio,1,0
R_3hcf6jtQsfN60Qe,BA,45 a 59 anos,Mulher,Branca,Superior,0,0
R_3EPYdp98uFC2hEY,SP,18 a 24 anos,Mulher,Branca,Médio,0,0
R_3kbrQhzMoli5LlW,RJ,18 a 24 anos,Homem,Parda,Médio,1,1
R_1DNGzfq1vUvOKSO,SP,18 a 24 anos,Mulher,Branca,Superior,0,1
R_1GVA2N9id2Grmmh,MG,18 a 24 anos,Mulher,Parda,Superior,1,0
R_2ci4q9lVWEgHrqJ,RJ,25 a 34 anos,Mulher,Parda,Médio,1,1
R_1KyfL0nOLcniibV,PE,18 a 24 anos,Homem,Branca,Superior,0,0
R_u22V89CP8KE7hS1,BA,25 a 34 anos,Mulher,Parda,Médio,0,0
R_32JYlojrr6xoi2i,MG,45 a 59 anos,Mulher,Branca,Superior,0,1
R_1fZ4pL5spna6WmT,RS,25 a 34 anos,Homem,Outras,Médio,0,0
R_2S99ypIkCfzJR4U,SP,18 a 24 anos,Homem,Parda,Superior,0,1
R_BPv4JKE0FC08Y0N,NA,35 a 44 anos,NA,Outras,Superior,0,0
R_3JDDRvhuiXGJbht,SE,18 a 24 anos,Mulher,Parda,Médio,1,1
R_1rH7nFQqAaB340y,MG,35 a 44 anos,Mulher,Branca,Superior,1,1
R_3NOruK8X9DfjGhb,MG,45 a 59 anos,Mulher,Branca,Médio,1,0
R_1d0lT80SsdILHmv,MG,18 a 24 anos,Mulher,Parda,Superior,0,1
R_3JDVMAsTSV3aDX8,RN,45 a 59 anos,Homem,Parda,Médio,1,0
R_3FPd5i2C6csQkxU,RJ,18 a 24 anos,Mulher,Preta,Médio,0,1
R_1kRzWvGhtAeyDMF,GO,35 a 44 anos,Mulher,Preta,Médio,1,1
R_2WISXedlM9yWgnk,PE,18 a 24 anos,Mulher,Parda,Superior,0,0
R_SZUMwz8U4jjvOnL,NA,18 a 24 anos,NA,Outras,Superior,0,0
R_1j97hIcAAHXjnhO,MG,18 a 24 anos,Mulher,Preta,Médio,1,0
R_1gtZSY0KFqKNip0,AM,35 a 44 anos,Mulher,Preta,Superior,0,0
R_YQTGgnKiWbltdvz,SP,35 a 44 anos,Mulher,Branca,Superior,0,0
R_3oZPMuRje1WIebV,RS,35 a 44 anos,Mulher,Branca,Superior,1,0
R_3GjoZwxMUqRdEXs,MA,18 a 24 anos,Mulher,Parda,Superior,0,0
R_3Lj63JPRV44hjtq,RJ,18 a 24 anos,Mulher,Parda,Médio,0,0
R_3FPthOvJBtPTAzS,PA,18 a 24 anos,Homem,Branca,Superior,0,0
R_1jB9EuQixIPNbWn,PR,45 a 59 anos,Homem,Branca,Superior,0,1
R_ANjoEaBmnfBjSsF,CE,18 a 24 anos,Homem,Parda,Médio,0,0
R_1dpsaGx0v8AUHoI,PB,18 a 24 anos,Homem,Parda,Superior,1,0
R_2rNtGupxeGTzuLn,SP,45 a 59 anos,Homem,Branca,Superior,0,1
R_3L2c6CCDslF3u28,GO,45 a 59 anos,Homem,Branca,Médio,0,0
R_1FxfiWsX2uEoWRi,RJ,18 a 24 anos,Mulher,Parda,Superior,0,0
R_4GSyMWNGSrW3ja1,RS,35 a 44 anos,Mulher,Branca,Médio,1,0
R_3kM1qwcWetYZ7dM,BA,25 a 34 anos,Mulher,Preta,Médio,1,0
R_ePXcjKd6z8j5eXn,MA,18 a 24 anos,Mulher,Preta,Superior,1,1
R_3KqEEykqM4mvnzq,PE,35 a 44 anos,Homem,Parda,Superior,0,0
R_ahImLq0c2x2w6Z3,PI,25 a 34 anos,Mulher,Parda,Médio,1,0
R_12hGDA3DLv2P0j3,SP,45 a 59 anos,Homem,Branca,Médio,1,1
R_9vMYhQbi7JAR9mN,PR,18 a 24 anos,Mulher,Branca,Superior,1,1
R_3p08pZfPZnmbDVz,BA,25 a 34 anos,Mulher,Preta,Superior,0,0
R_2zckJN1XlYnuaiE,RS,35 a 44 anos,Mulher,Branca,Fundamental,1,0
R_8vkBouEzoe10CB3,SP,18 a 24 anos,Homem,Outras,Médio,1,0
R_vvoBP05Yh7IjUNr,BA,18 a 24 anos,Homem,Preta,Superior,0,1
R_3G3BMWDdpWPJyOS,PA,45 a 59 anos,Homem,Parda,Médio,0,0
R_2zUy1Vl7d6st9c4,PB,45 a 59 anos,Mulher,Parda,Superior,1,0
R_1jquqacIw2soh8l,MG,18 a 24 anos,Mulher,Parda,Superior,1,0
R_2ZUn19jEg3Psnwu,RJ,25 a 34 anos,Mulher,Outras,Médio,0,1
R_2eaSQu0G2o2znVl,DF,18 a 24 anos,Homem,Preta,Superior,0,1
R_2RVvKJJuyDAXWmN,SP,18 a 24 anos,Homem,Preta,Médio,0,0
R_2zBDk79nFgDh0Wb,PR,60 anos ou mais,Homem,Branca,Superior,0,1
R_PMv6x5wHclYoc9z,RS,25 a 34 anos,Mulher,Branca,Médio,1,1
R_3rG5GzrTVaa4H5n,SP,18 a 24 anos,Homem,Branca,Médio,0,0
R_2vi6QBBU3fEc061,MG,35 a 44 anos,Homem,Branca,Superior,0,1
R_1pAQZnY8iqi4xdU,BA,35 a 44 anos,Mulher,Parda,Superior,0,0
R_2pVJ5ctEm9SrX2k,MG,18 a 24 anos,Mulher,Parda,Médio,1,0
R_ZpHuZSVuFBqWiaZ,RJ,45 a 59 anos,Mulher,Outras,Superior,1,1
R_31u9z4gMdF3afY3,SC,25 a 34 anos,Mulher,Branca,Superior,0,1
R_3J9nTvFxMftPOrp,PI,35 a 44 anos,Homem,Parda,Superior,0,1
R_2PnYesaR2PtKPsY,SP,18 a 24 anos,Homem,Parda,Superior,0,0
R_BS6y7kwvPOOuU9z,PR,18 a 24 anos,Mulher,Branca,Superior,0,0
R_WwE48kozA7lDwFX,ES,18 a 24 anos,Mulher,Branca,Médio,1,0
R_0r0TbmCST1W1vUt,SP,25 a 34 anos,Mulher,Parda,Médio,0,0
R_vfb7L4TImQcwCgF,PI,35 a 44 anos,Mulher,Parda,Superior,0,0
R_3haJ4BhZyYqlEYe,CE,18 a 24 anos,Mulher,Parda,Médio,1,1
R_30kH9FAQ1mO5duG,RJ,18 a 24 anos,Mulher,Parda,Superior,0,0
R_1pojUdoM1VcWrzA,SP,45 a 59 anos,Mulher,Branca,Médio,0,1
R_3ERs4mtZ2BAIyFO,RJ,35 a 44 anos,Homem,Branca,Médio,0,0
R_2yr0Y9XjtvvgcoJ,SC,45 a 59 anos,Mulher,Branca,Médio,0,1
R_2wFehVyfEy30PFh,BA,18 a 24 anos,Mulher,Branca,Superior,0,0
R_31Xweug5FBLl3x3,SP,35 a 44 anos,Homem,Branca,Superior,0,0
R_1LHW93k8XGJcYCT,MG,18 a 24 anos,Homem,Branca,Superior,0,0
R_3MLGue0FybnUU7M,PR,45 a 59 anos,Homem,Parda,Médio,1,0
R_3kuY9D62yYGeaXK,RJ,18 a 24 anos,Mulher,Branca,Superior,0,0
R_31RjrXRPQVMvR2E,BA,25 a 34 anos,Mulher,Preta,Médio,0,0
R_2PbvGlVOdOgSCSd,RJ,45 a 59 anos,Mulher,Branca,Superior,0,1
R_1rlag3Fk2OKpehO,SP,45 a 59 anos,Mulher,Branca,Superior,0,1
R_ULSSDfnha2IzerT,PR,35 a 44 anos,Mulher,Parda,Médio,1,1
R_byEQaWu8qh8Sv73,MG,18 a 24 anos,Homem,Parda,Superior,0,0
R_3dYcgntiB87PNEq,SP,35 a 44 anos,Mulher,Branca,Médio,0,0
R_WCzFoC3Fd3EU4Ol,SP,18 a 24 anos,Mulher,Parda,Fundamental,1,0
R_2v2PqDCrGpZcrrL,BA,35 a 44 anos,Mulher,Parda,Superior,0,0
R_3rP2nAbnJa8jONB,RJ,35 a 44 anos,Homem,Parda,Fundamental,1,0
R_Tko5QLALzBURezT,RJ,25 a 34 anos,Homem,Branca,Superior,0,0
R_322s6eS226awxoA,MA,25 a 34 anos,Homem,Parda,Médio,0,1
R_3I6RCDH96C3xtxD,PR,18 a 24 anos,Mulher,Branca,Fundamental,1,1
R_2PcDFnSEZ1ZsDq1,PA,25 a 34 anos,Mulher,Parda,Médio,0,1
R_2taqTlyAwD5gI7i,MG,25 a 34 anos,Homem,Branca,Médio,0,0
R_1F9yJ7VfcBQ5wkB,SC,25 a 34 anos,Mulher,Branca,Superior,0,0
R_2cdf7ILjFDRqFVv,GO,25 a 34 anos,Homem,Parda,Superior,0,1
R_30qVokbuy46oZvc,SC,25 a 34 anos,Mulher,Branca,Superior,1,1
R_1rqpq0JVaysL6sG,AL,25 a 34 anos,Mulher,Parda,Superior,1,0
R_1kIy5hLOEHXBty0,SP,35 a 44 anos,Mulher,Branca,Fundamental,1,0
R_22WxFvkcABOkA44,SP,45 a 59 anos,Mulher,Parda,Médio,0,0
R_2rWFzisHM3rjE6l,GO,18 a 24 anos,Mulher,Parda,Médio,0,1
R_1ONxEneNxNhVwUy,MG,25 a 34 anos,Mulher,Preta,Médio,1,0
R_2EgJ9vbeGlV3r83,PE,35 a 44 anos,Mulher,Branca,Superior,0,0
R_WwibxZ8Yhgnf7RT,RN,18 a 24 anos,Mulher,Parda,Médio,0,1
R_23VmJrhxqUbPnhR,SP,45 a 59 anos,Mulher,Branca,Médio,1,0
R_uaFn3vLs5D8mtnH,BA,45 a 59 anos,Mulher,Parda,Médio,1,1
R_3dLZG1MGodbsgSX,PR,18 a 24 anos,Homem,Parda,Médio,0,1
R_bEi2mzIP30Z4xVv,PB,45 a 59 anos,Homem,Branca,Superior,0,1
R_3E9JXo9ZCVgZDvR,GO,25 a 34 anos,Homem,Parda,Superior,1,1
R_1hYmVsJyfHzlzNX,GO,45 a 59 anos,Mulher,Branca,Fundamental,1,1
R_2XhzYJMKwnQVKoQ,MG,35 a 44 anos,Mulher,Preta,Médio,1,0
R_0NHVlDV3mSe1kVH,SP,25 a 34 anos,Mulher,Parda,Médio,0,0
R_1JOpVhsHwEiuzf2,SC,18 a 24 anos,Mulher,Branca,Médio,1,0
R_1Qu3zJHhACet8SC,AM,25 a 34 anos,Homem,Preta,Superior,1,0
R_x9RmX8MdJucb9QZ,MG,45 a 59 anos,Mulher,Parda,Médio,1,1
R_pKsJVeGaAb2AOwV,BA,35 a 44 anos,Mulher,Branca,Superior,0,0
R_1mCdfSiF6mbPm66,SE,18 a 24 anos,Homem,Branca,Médio,1,0
R_114K0iOgWKuca0l,AM,18 a 24 anos,Mulher,Parda,Médio,0,0
R_1ItiY5yIvo4gWC2,BA,18 a 24 anos,Mulher,Preta,Médio,0,0
R_vp2CTgWDgcn2zyV,MS,25 a 34 anos,Homem,Parda,Médio,0,0
R_1oBWFbjhbuh4Omy,SP,45 a 59 anos,Mulher,Branca,Médio,0,1
R_1IiWkt3p7lsHIZf,MG,35 a 44 anos,Mulher,Branca,Superior,0,0
R_3LhiFrB81HmTlwY,SP,45 a 59 anos,Mulher,Branca,Superior,0,1
R_20SZH8xfcdQ2Rkk,SP,45 a 59 anos,Mulher,Parda,Superior,0,0
R_1H19EFkG34cHVYT,MS,18 a 24 anos,Homem,Branca,Superior,0,0
R_20SzfTKxUqZDlYQ,MG,45 a 59 anos,Homem,Parda,Superior,1,1
R_1pndXWsTomkF74B,GO,25 a 34 anos,Homem,Preta,Médio,1,0
R_3EGMJbYLr6PcuHp,MT,35 a 44 anos,Homem,Branca,Médio,0,1
R_Xjp7R5XHFdfx8dj,RJ,45 a 59 anos,Homem,Preta,Superior,1,0
R_3iyFkPBVJGkd08R,SE,18 a 24 anos,Homem,Branca,Médio,1,0
R_ThoxpJZ4L0EFjxv,ES,25 a 34 anos,Homem,Preta,Médio,0,0
R_1eyr3jORtpRpDhf,PE,25 a 34 anos,Mulher,Parda,Superior,0,0
R_1LAakPAcW8zWYnY,MG,25 a 34 anos,Mulher,Branca,Superior,1,0
R_2zNH4q0eDo50Fxl,RJ,60 anos ou mais,Homem,Branca,Superior,0,0
R_33wEcx3EmbBwepG,MS,18 a 24 anos,Mulher,Parda,Médio,1,0
R_26b7zoIZhc0BzQf,RJ,25 a 34 anos,Homem,Parda,Superior,0,0
R_2Xhs2l7g0EClwGx,PE,18 a 24 anos,Mulher,Preta,Superior,0,0
R_Wro6oHTD8picb0l,PE,25 a 34 anos,Homem,Parda,Superior,0,0
R_24B12d7iOAEYa9Z,SP,35 a 44 anos,Mulher,Branca,Médio,1,0
R_3R8SlHczPSv4lrK,CE,35 a 44 anos,Mulher,Parda,Médio,1,0
R_ymE5Ibb5osaaShr,PR,45 a 59 anos,Homem,Branca,Superior,0,1
R_3KxdVhX4IBSede9,SC,25 a 34 anos,Mulher,Branca,Superior,0,0
R_2xRXMxyPZMB36Ag,RS,60 anos ou mais,Homem,Branca,Médio,0,1
R_3HvKzb9LEeewtHo,SP,18 a 24 anos,Mulher,Parda,Superior,0,0
R_x0mGLfzYzkDZpG9,BA,18 a 24 anos,Mulher,Preta,Superior,0,0
R_1gHgv9qgldRN4Z5,SP,35 a 44 anos,Homem,Branca,Médio,1,1
R_12Slwu9Lkan1gfJ,SP,18 a 24 anos,Mulher,Branca,Superior,0,0
R_2vbM6DvWxAGeGvx,PB,25 a 34 anos,Mulher,Branca,Médio,1,1
R_2WJz1wHK54LNfMT,PB,25 a 34 anos,Mulher,Parda,Fundamental,1,0
R_Ttpnx0tVBsKbDJn,PE,25 a 34 anos,Homem,Branca,Superior,0,1
R_ul95G9SDxAtskRb,MA,18 a 24 anos,Mulher,Branca,Superior,1,1
R_3snnZ7tmXgwBkxb,MG,18 a 24 anos,Mulher,Preta,Fundamental,1,0
R_1C16ijOAESlLTDM,RN,18 a 24 anos,Mulher,Parda,Superior,0,0
R_28C0XI3MFf6SxKE,RS,18 a 24 anos,Mulher,Parda,Superior,0,0
R_8w6f7U0gXPtPyGl,RJ,35 a 44 anos,Mulher,Branca,Superior,0,0
R_22XlGPWLmtoo0AN,PR,45 a 59 anos,Mulher,Branca,Médio,1,0
R_cMWS4ks9AjD8Z8J,PE,18 a 24 anos,Mulher,Parda,Superior,0,1
R_10HMEs26GA62YZs,SP,18 a 24 anos,Mulher,Branca,Superior,0,0
R_3KZLKMgCJ5KfE3H,CE,35 a 44 anos,Homem,Parda,Superior,0,0
R_1diXxIkJCmBLCSk,MT,18 a 24 anos,Mulher,Parda,Médio,1,0
R_wNUWrUPvxKOBwZz,PR,35 a 44 anos,Homem,Branca,Superior,0,1
R_b8IFvl83FdA8ArD,RJ,25 a 34 anos,Homem,Branca,Superior,1,0
R_1i4hsOvnc5M9cbb,SC,35 a 44 anos,Homem,Branca,Superior,1,1
R_sStfHHBgJ0Q4lDX,NA,45 a 59 anos,NA,Outras,Superior,0,0
R_3p4J29JxxYJY1xO,RS,18 a 24 anos,Mulher,Branca,Superior,0,0
R_3HHpfyrNKvmQFfK,SP,45 a 59 anos,Homem,Branca,Superior,0,0
R_R348nQEiB0AIus1,SP,25 a 34 anos,Homem,Parda,Médio,0,1
R_WcflbohKZM9yPwl,ES,35 a 44 anos,Mulher,Branca,Superior,1,1
R_5nDvfA8vba1FOMN,RJ,18 a 24 anos,Mulher,Parda,Superior,0,1
R_3nwuUMYTqQM0vJ6,GO,18 a 24 anos,Mulher,Parda,Superior,0,1
R_1GUYUfGqOC7FAtf,SP,35 a 44 anos,Homem,Branca,Superior,0,0
R_1eJ0Zl7m0mO8unO,PE,60 anos ou mais,Mulher,Branca,Superior,1,1
R_3fr7Lv2XKaIKtO6,RJ,25 a 34 anos,Mulher,Branca,Médio,0,0
R_2ceJuLYe5jJ4813,AM,25 a 34 anos,Mulher,Parda,Médio,1,1
R_vNBqRGbxQrdPQSB,RN,18 a 24 anos,Homem,Branca,Médio,0,0
R_2zLUiprtHUDpoor,CE,18 a 24 anos,Mulher,Branca,Médio,0,0
R_33wlw84ZKmueIMX,SP,35 a 44 anos,Mulher,Branca,Médio,0,1
R_2bZctkaN76LfnFP,MG,35 a 44 anos,Homem,Preta,Médio,0,0
R_3R4wYnQFNQfZAdk,RJ,25 a 34 anos,Homem,Parda,Superior,1,1
R_0jkToJfTXekVo4h,MS,18 a 24 anos,Homem,Parda,Superior,1,0
R_3MtBhBwpszD2eOJ,RJ,18 a 24 anos,Homem,Parda,Superior,1,0
R_3JIaYJKlwwhP9cC,SP,35 a 44 anos,Mulher,Branca,Superior,0,0
R_CmK5tpqd1aK8ro5,PE,25 a 34 anos,Mulher,Parda,Superior,0,0
R_Dc4XkcFl6czNh3X,BA,45 a 59 anos,Homem,Parda,Superior,0,0
R_3GiZ9gGBg3BKqV5,MG,18 a 24 anos,Mulher,Parda,Superior,0,0
R_T7XT6I3zMIcB1QJ,SP,25 a 34 anos,Mulher,Parda,Médio,0,1
R_31pxEVdLubjnyPw,DF,18 a 24 anos,Mulher,Parda,Superior,0,0
R_2wTeZT1Hvf5jhWd,MG,35 a 44 anos,Mulher,Branca,Superior,1,1
R_31RdPzZ8tUhh5Tl,RS,45 a 59 anos,Mulher,Preta,Médio,0,1
R_3j1biv7zHLbMa5Q,RJ,35 a 44 anos,Mulher,Branca,Superior,1,0
R_1RNWpduxYUNzlPX,RJ,45 a 59 anos,Mulher,Parda,Médio,0,0
